audio_path,Inference_result
st_set3_collectorgs238_speakergs3985_20_6.wav,무물당양줄양문념낭원늘양밥양른실비주장추쌍주당그돌스그인짐상머밥쌍상념상누물밥양념교냉밥작몰피런줄랑키답뭐밥제둔제레에런롬막렌긴저무봤짐별냥물릴맛런낼별냥당걸그런비념키날냥깨꺼들상들났랏미키미별누린세꺼록있이빼안계안은문딴별원물몰걸로별쓸터몰뭐영런키배늘태뭐
st_set3_collectorgs238_speakergs3985_21_7.wav,냥누말집온주야양답지답지 에레맞일은월작은빌걸근늘디시일은오할뿌별망누쌍주얹펜몰실그딴옇무겠늘당런러상래상마짐그양 그레돌디스작소베키념미늘물목물응집큰태당기강기원밥당깐줄또캐당짠위근늘밥죽레죽상냉당더깐펜그의걸못걸붙추세늘태떼위물예렇쓸늘물
st_set3_collectorgs238_speakergs3985_22_7.wav,냥물집물쌍줄주야는런에냉에답딸머집그돌냥나화는생상마작상줄디냥나상늘밥상줄저나그나풀상늘터카키풀큰나를는키상렸원늘콤런엣미상냥양모른실야날키댄망제몰레상렇은끗냥느몇마정싣그글답옷답예늘씨쪼양도돌물차기정난건트렵은고냥늘물시떼둔푸교오레더레은키프우프홀밥못우낭누나꺼는뜰놀뜰줄관양냉념똑념낭장정
st_set3_collectorgs238_speakergs3985_23_6.wav,무물따레벨레더헛꽁더프븐은념프늘강우양념댄른누제양타럼입트터지주늘디쌍달주펜영그냉그상물꺼물상줄큰릴부나놀조념밥냉맛있념낭누태납피위를랍무념상늘나당야따상고빈박제따셔렌마레은위상월작월빌근늘꺼작실거작오방오월디염떼합빼영키예렇양나태양
st_set3_collectorgs238_speakergs3985_24_7.wav,냥누는작에빼불받벨렇양큰주댄키주장꺼모당큰당기래장기야난레작런무답냉마물위날늘차뜰냉쓰릴소안베맛쓰념맛념고근누늘꺼시싣양레영러념벨양디태작런랑랍맛고늘박집너과큰야겨냥르강정몰상어강돌조베러죽렇머밥받념냥꺼농끓냉오냉마온당속당그당돌쥐렇날근딸냥장물꺼떼뭐몰앗건앗작념똑념상딸렇엣워런
st_set3_collectorgs238_speakergs3985_25_7.wav,냥누는온를에 답월집둔에를옇불줄큰딸우르집르물늘물맛를별터영글과돌냥바과그방냥꺼할레냥나는워놀조밥퍼못렇상냥물꺼양번언레런실지댄세야세제레디지작꾜레프쓰강냥나작건랑그키못낭누꺼놀양놀그은러념빨상머밥쌍당안영러자벨냥세양큰레냥양울조냥랜물당퍼실퍼스미물감물양른양작양위작키울상호냉밥칠생푸고오나영
st_set3_collectorgs238_speakergs3985_26_7.wav,물야에그당답딴옇월늘일상프냉펜냥나칸그돌지줄머상머따그런보못상누마물양미양물쇼놀레러레그래지태작몰트울냥주냥차꺼 낼냥레작에오냥머작건작키늘물을쳐할양계그밥작은답걸지걸위지세그돌소근소냥꺼을정꺼작조영작울무똑원머디더양당냉빼념오짝나밥
st_set3_collectorgs238_speakergs3985_27_6.wav,냥누당양레할냉더딛은키강는갱른강제작큰문우누당워래달당정워돌작줄걸냥늘더마짐늘터념딸냥린나린박끓상오누납소맛댄똑터상념상엣양는생워냉누당모온작당문기키낭냉당런푸런키미상누꺼식들방끼계꺼온오났장마당할키끗래낭린더위걸렸짜쓸디겡영
st_set3_collectorgs238_speakergs3985_28_6.wav,늘누초야 야주에양냉양냉런에런맛강찬맛메글물우릴맛념겠제주안실빼실영문영념벨낭디태작몰랍날늘차칠과몸뭐냉초당실당문늘추당방냥짐그소짐머마따마걸근마밥제잉건은들위끗근주근늘장음꺼상키냥냉안꺼몰상줄소주늘꺼주상냥냉씨놀싣할작레상빌작키렇상냉믈작애문은걸린렇비물썬랬중키념낭냉태물양
st_set3_collectorgs238_speakergs3985_29_6.wav,늘누초당빼양념키념낭양르야몰실키냉누마줄속문지디당시정디렇줄상지프콤깔런키지누어런모런누갈문미키낭르날냉려있실있방냉냥계는않스죽계할쓸방머밥떼잔터인댄상냥늘겄모로실싣어날키날낭늘.차인을깐상당은월양세위쌀업월입위옷예오장겡
st_set3_collectorgs238_speakergs3985_2_7.wav,냥누집는에줄짐작은들음무음미누야싯야식양디향주작은옇디렇문미래늘물놀상주냉제양념낭디작몰런랍궈미궈누장당시써클붙맛키렇늘몸몰쳐문상양젼합에늘쎄상근냉맘근원장꺼작뭐푸키미상믈있문별턱제작꽁영키렇양
st_set3_collectorgs238_speakergs3985_30_8.wav,물양쩌디강온른지실지랍맛마엣옷물너문키늘메주렵과호늘잔당실안문상우물르주그려놀그꽁을근제근지태나트똑에예냥꺼온상론따할어돌키낭안마내깐문워물싶하걸낭장작몰에작트프히고답책답냥캐제시저제동상저줄짐그빈럿근잔돌물꺼물레은짝냉인밥있냉인문말상월짜떼합칸념낭디나밥
st_set3_collectorgs238_speakergs3985_31_7.wav,냥냉물당작은양똑받작은똑맛추누을양랍위물호원장당정마건줄답상낭물차답당주뻔당줄당작를위비별디장디야냥그작따거지냥디마더그건돌짠키근누마는물안양짐물짐있맛건지위빨늘추제마에늘마쓰작쓰은무프짐누마칸놀있러문방될디턴엉상냉늘차생상냥마관은근념짐우장대상장세양상오냥제납렇냥짐젼엣소나냉
st_set3_collectorgs238_speakergs3985_32_7.wav,냥누초는물빼실빼줄무큰양큰방래늘해몰런빼그소오늘할키냉마속식벳무놨원딸추차쌍에마바온에무멍문밥무마는놨연놀소오고날근냥디리관싯을안문짐디턴걸칸키코늘추쌍줄짐말작펜전그돌터소원상프밥더잔터런스옛주마작을쳐작걸빨늘정작은딸무마그렇소똑씀상엣세르세겁렇랜젼랏납엣소나를
st_set3_collectorgs238_speakergs3985_33_9.wav,냥누초는딛깨키너우누살대몰걸로마는마칸상럼작돌키냉어누품실추념상물는상납깨납작당런줄문지우디지는강고장디런줄냉바문간짐디늘펜밥상디정릴뜩줄펜빼나작깐똑념근상누늘꺼텀결위큰돌냥늘터요뭐런은상러상늘터나식과상미지런늘물따터안저인주저터태인있랜문돌교냥늘차당돌남렵근늘냥차 더당레작록짐밤냥많놨냥일상레계은상냉밥꽁은떠념식근늘물꺼양방몰꺼를상자추밥빨냥터될터거문상냥린꺼턴교를야인소주멘태캐
st_set3_collectorgs238_speakergs3985_34_7.wav,냥누당 양동야양작양실줄꽁걸주늘누당양당양놀월눌워시은시빌붙맛빨미빌냥장물할랍냥물당걸비원장릴빨마제부저줄짐기죠낭늘뻔쌍놀런줄스문씀지늘펜린늘물작날호마싣럼낭번작죠걸붙늘야제거둔상거에디더작빼푸로터야고못고부나놀상잡깐냉렸별밥제터거타양죽양세양위될렸파세냉있납걱납호렇나태고
st_set3_collectorgs238_speakergs3985_35_7.wav,냥물 야영뭐늘제리르당럼짐강돌낭나작양러키미안물양실콤물미물념상냉물양실음주야물당주상당놀그따몰작시그걸갖늘마런주로마칸랜냥나어소할집키딸냥야꺼밥런상돌냥짜꺼헛록짐돌짐쓰내문짐빨비밥울못세제레작빼돌양영더작품맛런상쓰상랜념랜냥물께문딸제렇밤돌원디몰렵은무옷예짜냥나마깐
st_set3_collectorgs238_speakergs3985_36_7.wav,냥늘초은온할주은럼싶맛바붙주늘추당월야런갖늘장제야나야걱런디렇런그런소베빨누디마태예운중걸러장디냉작찬런답찬줄답작답냥나마상너상누마상날상냉늘장씀물운좋말있문겠망싣제세제실방예세장쌍세영에작소어할미디렇세을주줄할문펜짐씀린릴날씀날지래냥몰집몰런쌀영야렸렇멘밥양
st_set3_collectorgs238_speakergs3985_37_7.wav,늘물당양작실양빨벨늘디주린학에냉따작따몰맛루무근갖근주늘시뭐런뭐레될레에늘씩디맛합과울호늘꺼디아레될는런줄베댄딸밥딸을호납온돌날인릴작은말짐상낭장작른작키똑냉작양작은념미원린원몰주제향를영랏계레답그상랜랬랜랏있엣소나태
st_set3_collectorgs238_speakergs3985_38_7.wav,늘누말초런온달 줄냉깨따답비럴해몰들은들키고근주누몰떼주몽에글기프원늘장차제정냉남줄베고냥그제그양그소프장딸놨상금따상따꺼패납작은렇념근고옛누꺼납작추미쫌추는상껌냥당작할양야었저냥장밥작디있문랜별디그못상래랜꺼렇로없를소나태작
st_set3_collectorgs238_speakergs3985_39_7.wav,냥늘초당작양빼냉양작문키냉나있할문키워야몇마있약양할해양돌밥양될작월소랑줄작비댄냥물제주실영그깐칸깐렇작너월놨밥작은근누장살작쳐줄워은워냉터마들음워답옷엣댄늘영야제지돌그뭐몰놀런돌프머꺼작소쓰소멩미상냥물양레될랜양랜양소념세누세양위걸오될렇냥몰지은무위지오늘시
st_set3_collectorgs238_speakergs3985_3_6.wav,세월냥디월꺼온에는놀작월음늦걸미랜누늘마상놨달키냉차는냉며잡워끗펜래디차맏더위킬무걸상호늘해칠야기상주해쌍줄캐마건돌상걸빌상건늘음상큰쓸메느는느할댄주늘꺼 른저야마더돌냉진작은지근냥늘시글워오도제세제양장양소장근세꺼세욕영몰될러세씨화영합영키똑호렇양쎄밥영
st_set3_collectorgs238_speakergs3985_40_6.wav,빼누초물당깨양문큰당영문방에디해당킬런실야프야줄마당작돌상냥시겁애얼꺼작문원냥꺼중양마따에몰랜소고주야마꺼주그느소은념냥짐시워풀예늘쪼양소돌똑늘차당놀양어돌난건줄소은고근늘냥늘시꺼런너오더은짐방냥작더받느렇은옷래냥늘짐세위예렇낭늘겡운
st_set3_collectorgs238_speakergs3985_41_9.wav,늘누당 른문양문념낭늘양들념지원낭해양른빨밥마작트주걸늘모물영주지몰마집더디돌걸냉마물잡님붙방낭며태떼작트랍무고주물차랍빼실강나순깐랑문댄겠누제칠터워터무걸미별냥당빼렵오무물상봤할봤무미딸원꺼검꺼작은줄냥누당글답딴당정강세위조풀지기래원장당까렵었냥늘추마쌍받기대냥몰꺼결그맨뭉냉랜렸렇양멘태캐
st_set3_collectorgs238_speakergs3985_42_7.wav,늘르물식줄빼당양문념미냉누해당몰타싣에돌냉돌에작랍근스늘목갱깐워낭워걸예워쌍둔에둔에돌딴장작상워렸원늘장차당콤을작트런랍답고생누야태당식빼당문기념낭끔르꺼는턴런줄랜터작은문줄날낭빈디밥는놀갈작겁줄걸상냥누캐쌀는생른갈문부누야글들양렇듣추썬습터상냉터키미냉깨쓸달몰은랑례랜로렇쭉메합념소오나태냉
st_set3_collectorgs238_speakergs3985_43_7.wav,늘초작에줄에지키디쌍차는동속냉강생짐낭강추맛랑과록과었렸늘누장쌍당몰그소줄양댄무물양따레느은붙댕주고냥장마딛레줄답주당영위지터지미고냉꺼당런빼레무비냉작고작상고저냥누작런실키답키디몇디는놀않앗빼작소줄키댄늘추작당싹식은쓱위키또늘날당냉잤오할오랜냥월늘쓸태떼위런물걸쓸오나물
st_set3_collectorgs238_speakergs3985_44_7.wav,냥물추물마주에초아지디냥나오랜늘꺼나턴를런늘마는가갱른마줄주밥주야마시인런냉래차놀런늘돌마야싣돌상누머작돌상늘마는작로리로나마물있더위키예빨냥늘추기주캐차몰영할상냥당무떼할돌놀채놀돌프랜똑못딸상패작상야빨별늘밥워거걸영뼈딸소돌납소나태록
st_set3_collectorgs238_speakergs3985_45_6.wav,늘물 양문월냉당작를작를꽁양뭉추미늘물록따런키상냥해농상작워키디작몰실키댄미물냉물영따작거로누며가마는가온며마얼디뿌예늘쪼양소돌호늘차콤마몰며남고늘시꺼안방냥실임둔은빨랜늘추큰에냥나차물늘에록은로냥쓰몰그불키예호오엣나록
st_set3_collectorgs238_speakergs3985_46_6.wav,냥물 양바강맛은짐머당문소걸비붙빨냥장물밥품헛록납념상장물품물따할빼문상별물밥땡터인집저꺼집때할과돌별디품할상밥터런울렸상디냥겄작겄짱야실쓸양잡작상줄상렸답린언물렇뿌렇콤씀은빨지마할레늘마엣쓰있작진처뿌늘마몰는까빨오늘마줄씀키근낭턱턴떼를빼야렸오주물양물
st_set3_collectorgs238_speakergs3985_47_7.wav,냥물꺼당 양빼념방우물올물맛양부워념담상장달레렇상영밥납밥런미냥마물양욕레납랜기미디늘물뭐양주렇턴주에입에문짐펜놨납런퍼날렇호냥물 양잉문끼주문돌에디해계동너게속문댄래린레빨머댕상꺼관빼똑키근미늘작실를미벨늘꺼갱받줄키똑계앗스문디을문디향작합를빨입추꽁퍼추린말낭물될냥메몰합지념미지낭나겡록
st_set3_collectorgs238_speakergs3985_48_9.wav,냥당마당따마문양프될작프냉에은답냥몇는그줄소지프냥시정따속프갈작소작걸냥상장누모추디상큰뿌딸나그소할키냉해몰깐할물안나당위키방오물런부키미냥양린그양그납줄지했걸댄상야출많칠방콤작납퍼키미냥마작해산은물원냉밥딛마위워키늘시떼까약도은걸늘캐정몰상월렇작젼짐랏야엣소랜키소렇옫태를
st_set3_collectorgs238_speakergs3985_49_7.wav,냥물온른주마답월냉몇시랫답옇프늘해는주까갈제꺼따과께기고래꺼정는식런줄짐보펜작럿줄키상누제품꺼물당물식물들양쫌당들당댄기댄물냥꺼상런밥울호상냥꺼양상레키프할밥키냉터품어깐똑어키냉누어싣농양문위빌벨냉그놨당그기댄상냥캐모작상워빼몰그키미상누락주르양될오될랜짐울쥐소오나밥
st_set3_collectorgs238_speakergs3985_4_8.wav,늘차작가문프벨추쌍마미상몇할돌진냉마싣떠냉맴근마인관인마을안옷짐물정살정위늘입뻔합받줄호밥제실옷디주누야세떼냥야지장합당둔떡야기키갖늘밥쌍을줄씀그렇돌지몰깔런키늘꺼털따끌딸몰영작그작무근상누캐차칸상렇랜랏은소상소나냉
st_set3_collectorgs238_speakergs3985_5_7.wav,월물꺼딘작레쩌물프냥더작은양장몇일날지냉해마깨너물마물따꺼고주깨시식실리답오추영중영싯께방장디시영들돌렸러양르해양몰양실고무추받념호마당는겨할문할벳미주레르영번곤고뻔당받상호오히해당싣딴위오늘는에꽈옇럼은맛근망세뿌세옇교렇늘떼런빼영렸딴렇도양영
st_set3_collectorgs238_speakergs3985_50_6.wav,냥누딘는있 에저작는줄프며는놀느은고근딘싣물럼그입작안옇지위걸지냥늘장차당양상큰에나야맛걸지답냥편쓰나고그쫌빠런돌예냥장꺼안일뜰돌베게선문맛근맛근미늘랬잠따잠퍼미냥그캐집레상할주냉큰문은퍼딸냥바빼작그똑비똑상물제을몰트될짐따일소기끓냉
st_set3_collectorgs238_speakergs3985_51_6.wav,예냥나온당주양할야작영답그답빨프댕머마작에뼈돌작지그걸답일답랜몰꺼몰돌늘품겁줄버냥버펜랑보못미물상주니는따퍼응냉야제정들할디들계레돌냥할냥비밥칸잔걸울못미냥늘모응일큰빼당짱용미그물품물양물양상냉렇미냥그꺼 할레상머밥거저큰인문걸단쪼약될랜씨몰양물지소늘나정
st_set3_collectorgs238_speakergs3985_52_5.wav,물시물쳐른답방디될둔에지답냉마엣싯돌낭월작빌빨머마때될워납될미안물잠맛상념상마태양과러키미상냥물따상러런상키상냥장꺼생할문방상물꺼얼랜소념겨단냥나물꺼물러주야기에디썩영지답쌔내씀답씀펜디영펜엣런똑호렇양멘양
st_set3_collectorgs238_speakergs3985_53_6.wav,냥집레답프보양월양염일미프보늘있어맛품리나차있물들상미물면댄린뻔는들실닌방오누제싣답워지딴늘세당영문러래대늘당까에레프줄주고냥나꺼른실런그야짐프추야냥짐달강나놀줄레렇작밥겁었지렇별냥나세몬따마할레짐늘르는씀합쪽냉품몰깐상교처랜쭉쓸랏몰영키예렇옫나끓옫
st_set3_collectorgs238_speakergs3985_54_8.wav,별누는뭐키야대식타워에디더를걸늘나런 같레릴양짐일념머장나록을위집걸렸딸장있상런키상마캐운양레저문렇짐물주게념맹근늘세물레그될월태작를랍날늘차야쌍향야몰빼밥뭉밥줄소빌댕별장별당마레오디립죠위키오냉늘쌍시꺼레상냉에끌말테펜몰작소못소주나물
st_set3_collectorgs238_speakergs3985_55_8.wav,냥누딘작벨비작방프늘해몰그소너댄상메댄주늘메는주냉강거줄상뻔영터그상냥바따상소마따헛은떠은무주늘장캐일나레주런냥딸터저짐일답짐진랑밥납잔퍼미책냥클칠싯을할상큰야있그상할소미쉬물놨잠상냥냉태몸언들줄문냉했해나제답않특잡깐줄키딸제더양 놀양뭉랜미래세물양할될오될별될렇에작엣쥐소기태양
st_set3_collectorgs238_speakergs3985_56_7.wav,늘물당은쳐은쳐맛야들를방오르물르디런댄냥야마해몬셔할염차염셔빨낼따지냥머당과날지디늘꺼정꺼따런펜호무고책냥늘야꺼거주야캐야렵놀잡밥랜늘댕큰걸똑늘장기당정에레트줄고냥나캐더데거러야키야시물레줄짐디르럿차랜장제댕호에므랜븐기똑늘랬생오나마
st_set3_collectorgs238_speakergs3985_57_8.wav,냥당따당마문양돌빼뿌써에록은답빨딸나그런그럭돌디쌍밥몰양소미물못상마양트냉런타줄졌냥나들랫줄그소념망고망린꺼결번입영날디시울기상쫌르꺼런줄레상없머니양상랜꺼납돌로나작소키돌상누물살양쳐양물살월얼큰디턴몰그소늘꺼집꺼까너똑그꺼더작은키나짓딸깐은들상잡위빨세양린몰떼몰양렇젼오소오나태모
st_set3_collectorgs238_speakergs3985_58_9.wav,늘누초당 빼당양늘누양당 줄정답냥마강마줄돌강디강맛강낭누르키멈호누깨차정양끼양린잡있깐걱대당게래낭차태더런될를프날늘차꺼놀숭무나놀갈작줄야렇주냥나떼런러레부작프키프늘히시차음상냥쌍더추러늘밥럿키스누장디캐물식문걸늘계정은상빌마빌거상냉놨꺼은물힘무맛미상늘메는놨상냉제있냉문오세디씨꽁빼영키똑렇양태양
st_set3_collectorgs238_speakergs3985_59_7.wav,냥늘딘당딘 더야념프나작은념랜냥장클물워걸딸늘장마할로딸장밥있맞상빼나할상밥댕마될핸웃디르밥있몰빼과호상냉누쫌당강끌뭐꺼깨몰는때라그너벨디차납몰런랍울미늘상늘나꺼는생상줄나강갈그갈안소밥마약통오물온은빨미돌별냥꺼갱같쌍작은짐딸짐추어맛안줄주머작같큰안위미물큰짐영싣건소물무렸렇디운
st_set3_collectorgs238_speakergs3985_60_6.wav,물디물세데주지프지강영일돌냥디짜약품런지줄돌보납작돌납못딱누물랑념무들미물당물얼물당워그랜죽줄딸그르인글당양조계몰양은따비미돌냥물밥물뭐몰줄런실레부렇작키늘감언감랑허엣세태제양도켜돌에늘작몰런합실꽁랍은키미책늘물합받끌뭐몰떼놨돌단키별렇냉멘너
st_set3_collectorgs238_speakergs3985_62_7.wav,무물늘물쳐문쳐고늘차는마돌납저꽁맴은걸늘마물너마관일며할워걸밑맛걸책냥늘나는상엣꺼양작미딴안냥물칠물을잠안키미저냥마을더마할레키늘스헛록스문을그짐그있일키았냥늘물언물을실런미기저물태기뭐레작빼프늘작은추작펜걸늘초있그놀상죽상냥죽고은위래랜짐작위념지오늘마
st_set3_collectorgs238_speakergs3985_63_7.wav,냥터초작쳐양작문상추상주겐당를는기낭늘따런상날냉장나밥누갱쌍줄짐있낭냥해릴있냉빨냥제콤은빨머밥향달작밥상밥작납밥런미날마문할냉문날누나차몰문쳐아위멈디뻔영터깔영굿상냥물몇디상빨디냥납따줄런답댄냥마집까호오엔속큰딸짐장영놀돌깐돌근머말깐오렸상낭누리스떼칸날오주져밥
st_set3_collectorgs238_speakergs3985_64_9.wav,냥늘누깨양냉발에바는작음건누음미누나는생어일문오양추작떼빨념지냥꺼런에줄문짐디펜린랑갈밥문근밥결제과갈밥따방기방렸디꺼빼런실주댄주물데주당께대디차그몰옛냉싯양문물위물차작위랍상늘메차당을할산떡또모캐당문대멈쌍뻔제때제그상채캐깐을까상작렇상짐메랏있념소렇나끓겡
st_set3_collectorgs238_speakergs3985_65_7.wav,냥늘르당작양벨프지누시는싣럼지강리누마칸깨칸음옷물안시방장래장는빨런빨마꺼어는주은소주답문밤제밥태집들검빼그옇써르날돌어나밥맛잤못상물제물런키미상엣생런레작워싶걸걱늘직있조장꺼놀줄러밥줄밥레시레똑레꺼레은맨짐딸꺼거줄캐품식줄동줄잡줄프냉베문늘듣겁썬밥키누밥정물깐을물작키걸도해밥냉
st_set3_collectorgs238_speakergs3985_66_7.wav,냥누런쳐에줄프양시는양음양념고몇는따런상지시고냉제마옷단물몇더걱걸냥터위지위울빨딸장밥마갈마할소냥패꺼할조돌낭밥작소퍼고누제태세싣둔싣야상디작들옇위딴양은문념원누당양위랍위호장당몰난어작줄퍼답댕댄상망누물주실워주초빼당아답편영과키기키호품생피생상줄오나영
st_set3_collectorgs238_speakergs3985_67_7.wav,냥누당국큰문방에야당 를야양프별양물릴강워줄안강문디강디는위호장콤까상작런실걸고상늘마가뜩맛답야말제디렇작런베저청방냥밥댕따안키냥주누꺼빼실기방옛물누세를영놨렇록씩상납씀밥납터맛날념상물문있문례랴응븐합를옇오야답옇례디시떼런영동똑꺼스작렵소념우낭머말
st_set3_collectorgs238_speakergs3985_68_8.wav,냥늘르시깐양주놀양시키맛록누추런실과워방겠물워얼않될도그런지런댄근냥누런영런야레지돌늘할어록로씩키자누물중물런마밥해놨들작은고키고근디는누뭐딛났갈작키냉누쌍품마짓할지키야는야빼상인안마인학씀키디마레가상할냉장쓰은념른낭디장르을위오렇월납몰합져념오나겡
st_set3_collectorgs238_speakergs3985_69_7.wav,냥누씀누작당않양문념늘몰양에럼위지걸냥정런받당줄지겐랜티랜래늘질제줄마큰작합걸로디는런깐줄키누짐시돌과상쫌씀주안추당야걸돌별장짜런할상머밥터문냥머물할큰잡합댄기냥늘꺼를레영밥키상냥겄물겄양레문념문예머터더상터쌍안못상누제녁운칸깐있잡될쓸냉납칸념렇양밥영
st_set3_collectorgs238_speakergs3985_6_7.wav,냥누초언 문답계영에렇잤노양점작칸키념근누늘르떼런실앗랍키했늘누당집주당념븐지물늘물당실영줄워상늘장추집물상냥거그돌상할무로쓰할짐상머밥안납터런키념상로마양념들늘박몰양할디인밥당상냉로문할문상밥상작걱걸런키걸근로늘짜로뻔작런문월베빌문상빌펜키별망늘을작데야거처져밥몰밥떼를꽁못렸렇도양
st_set3_collectorgs238_speakergs3985_70_8.wav,냥늘누초런 양쳐에양프베념소념키념늘나살당일당양무져양추댄냥제정실주당걱기그실소답렸미물당정당영답그위디차을런위킬옷렸별늘디상빼기상궈냉쌍몰쌍몰줄속줄냉부기미딸저야몰레저상너렇짝없맏어작안문말방문냥늘나떼위예늘물운문답지냥렇진중늘패상물당념오냉맞야푸고오나냉
st_set3_collectorgs238_speakergs3985_71_8.wav,늘언따양른몰향꺼에런줄주할답딴주늘맛빨늘추일담키지린장꺼제나를런영밥납런댄예렇저냥제꺼양상빼상냉큰는작야실문겠었저물해주실빼그미누깐뜰양작될몰은밥근늘꺼런마될워랍키늘마갱야안럼마밥작쌍문계어또어문될쓸제영은옷렸렇제쌍떼얹빼념오호렇양태양
st_set3_collectorgs238_speakergs3985_72_7.wav,월누집른똑띠영놀디어맛주늘꺼런영빨원냥랜는원빨랜인정뜰엣속리짐작마에답디당중물골작은근꺼레관뜰나지은월랜늦클붙빨미늘꺼작꼭응년낼고냥냉초는레동상영상프할문댄고누르물몰런러줄답책쌍밤랫냉돌랜레념미머장물없생워듣받큰릴워념뿌엣르세양위오그랜납인소호렇나냉을
st_set3_collectorgs238_speakergs3985_73_6.wav,냥런는런몬런온동더양런프은키늘야모까주디나해된합댄늘몰마관마상냉깐위예무마은너데러키늘장몰에영너무주무결꺼양상냥는야런미주야냥태꺼기나강돌그은펜음답랜늘린물제그로짐세있인럿소나태를
st_set3_collectorgs238_speakergs3985_74_7.wav,냥늘식는작를에빼줄양비무딴미누늘스릴 양렇번입맛문맛르나를똑르물런걸물상냥마몇꺼 을런더그더돌레벨프키낭나해생갈작소주걷고댄미낭누물생실오날겨냥디야시락뎄호아렇작빼느영벨추음댄냥린제달양위렇터없소예냥머있더터상누엣약기약향양위렇늘뻔냉
st_set3_collectorgs238_speakergs3985_75_7.wav,냥꺼물를주큰주우프뜸는를렸늘당정상방상메나를고늘나디런상런러지줄러냥러나따상소납따똑인미걸누마해깐잉양트잡랜못념냥념양워른디몰당몰꽁빼돌냉밥몰은랜자빌자책냥장물꺼감워주캐당온몰문지디강기렸랜늘꺼런갈소못미상늘꺼상빼레빼은고져딸터품일키빼그방교오물더물퍼걸상냥장캐운칸삭몰문냉냥짐랜있엣소렇늘태깐
st_set3_collectorgs238_speakergs3985_76_7.wav,냥물언시를에문방디맏주줄지답지날답건해품강같죽밥돌소줄했댄안끓따디향잔초은레은상저얼저양소돌호장당까돌작남랍키고키늘어모런누실누실받키야추둔따쳐못념른냥꺼들앞방벨디해당떼른런작야키통야냥모주뿌단몇들뿌랜당그물잡기과상렇냥젼요엣소나모넣
st_set3_collectorgs238_speakergs3985_77_8.wav,냥르초작양주양느프디명록맛답빨지우몇나일런그똑약양될돌러런날미프낭우밥있따겁우그제양상그양뻔당거줄상씩댄키상겠냥몰런몰레미벨오랜씩작스퍼똑고상냥물양월당위빼에늘입당작렵먼무키상냥나런상주냥제당양상당해작게답추될걸근늘태는상캐놀상야레저상작잠퍼걸었댄냥랜태작물빼씨놀실줄과줄날냉야품랫줄봤줄봤문키별렌냉시정런짜너아똑작당걸념오해나어
st_set3_collectorgs238_speakergs3985_79_6.wav,냥물집시있물주실주물달키별늘순는동양념낭양나양는놀러시무주누장마물당주작걱위에작답영답걸무걸그물기주그관놀따실디턱뻔턴떼를호깔호그과상호냥물마밥뺄상프디납은퍼답겨안쫌몇시집끓딸냥그떼런돌지죽은짐밥르뭉럿밥똑냉밥어받상냉나차몰랑오랜렇랜랏있엣소키엣소오나냉
st_set3_collectorgs238_speakergs3985_7_7.wav,누초당관헛양당작에키에늘마을식문븐념딸장해달런야상머터쌍인풀냥마는에할겠누디정놀씁놀계렇상장더저줄주큰타양방오똑늘놨작런실고근누마물인꺼더레에싣줄더방짐작트실은맛키댄져물늘해정온걸영그뼈레그돌지디집씁상늘꽈씀줄리호무마는겁슨오느오은물냥나그불런키예오늘겡록
st_set3_collectorgs238_speakergs3985_80_6.wav,냥늘물당 양계양빌비프머마꺼은프디누정작주식은리은걸물딘갱야깐양캐작타트칸념맹근낭누야딘칠타워하월장당마상돌작남런고냥나꺼런빼런빼키별낭밥작생줄작키누시실답키오누초깐속짐디잡위멈쓸쪼영쪼렇차작었돌근늘차생상생모제양월짐몰위무지낭디늘운
st_set3_collectorgs238_speakergs3985_81_7.wav,냥늘씨달 레줄프마록더월그빨듣케마어은맛고미고보추어는과주양꺼양실빼양푼큰댄미늘뻔꺼정줄냉터몰실있쳐엣지롬건롬꺼는런디밥터랜댄상냥렇겄꺼빼디프순작내문우짐은걸밤물꺼물온레은고상야태당주그당정기정겨깨말때디그지돌무울진을돌스늘진오채방로방머며스그걸옷물낭쓸늘물태위옷예렇쪼정예
st_set3_collectorgs238_speakergs3985_83_6.wav,냥물작 양할줄프줄냉맛키누답돈디장추정른에입워실지맛프걸프별늘해정키별강정놀는그싣소할렇상짐음맛키댄냉세몰학냉방댄래장늘턴런상밥터잠키렸상망늘물태물응밥캐제실에은걸펜늘싣를렇냥늘몰캐롬런랜기미머양기물거몰머양돌트돌빌답렇냉나밥
st_set3_collectorgs238_speakergs3985_84_6.wav,늘르당양에문에양르있는른랑영야문념낭장나당작런글야렇벨렇비문미걸장늘나작놀상갈작납런겨야냥야나약실디그작런코렇쓰청프밥떼터키렇냥터마약거얹약못겠몬태약몬할될벨냉걱디중디런키날냉냥늘물할넌양할양문물있콤납합키예래엣냥제양쩌양랜올렇짐랜랏있렵은소키미소나태냉
st_set3_collectorgs238_speakergs3985_85_7.wav,냥초떼 양실양줄키냉누야당는댕마그베프별냥추저마나작싣작잠위방지랜장꺼싣롬에지돌무키원차정주씁할쳐문옷물펜늘장있상뭉맛벳미냐상냥관뭐실저중미상냥나양냥잡납당납소미물는따실쳐랜냥지꺼레디렇할레렇뿌느레작은고지블린세거물거검쑤스몰깐또낭양르더양짜호납작터영물답오물나마
